Name,Epoch,Rest_DeltaT,New Peak 3x3 mJy,New RMS mJy
ZTF18acbvgqw,2,1190.3268683659503,1.9026520484013434,0.14326459594299948
ZTF18acbvgqw,3,2036.986330826418,1.8147202163869953,0.16447439430065178
ZTF18acbvgtu,1,242.06395348842625,0.6594853475689888,0.17881341468510298
ZTF18acbvgtu,2,1180.0484496124573,0.5818473873659968,0.16509520588849602
ZTF18acbvgtu,3,2007.5678294574184,0.9060207521542907,0.17924741195017388
ZTF18acbwopo,1,156.08788801531182,0.5197946447879076,0.11855146148229304
ZTF18acbwopo,2,1047.854770531501,1.802740152925253,0.11772172046345546
ZTF18acbwopo,3,1909.0943635009733,0.27074533863924444,0.13117181309015413
ZTF18acbwtng,1,-374.01864573110896,0.7713460945524275,0.16573064280881344
ZTF18acbwtng,2,616.1678115799805,0.7639321847818791,0.2166804072325193
ZTF18acbwtng,3,1571.0255152109912,0.6437848787754773,0.1874298359392967
ZTF18acbxkop,1,-377.7994157740994,0.6046530907042323,0.12138076547444925
ZTF18acbxkop,2,669.9123661148978,0.9126064251177013,0.18545196499356376
ZTF18acbxkop,3,1580.3310613437195,0.4435124876389477,0.16222987183518828
ZTF18acbzpag,1,179.02243423327872,0.060247064538998536,0.1777629520673294
ZTF18acbzpag,2,1025.7514061958957,0.48999662976712,0.1100902369580202
ZTF18acbzpag,3,1885.564490308045,0.41397596942260867,0.12777510954792304
ZTF18accdvrb,1,-237.43101938845723,0.8581047877669334,0.17177044892431367
ZTF18accdvrb,2,736.4129098258769,0.944106257520616,0.20309401830167867
ZTF18accdvrb,3,1665.991205894105,0.9839078411459921,0.16462550991462446
ZTF18accdxpa,1,-370.17578125005457,2.2806241177022457,0.11505998628533799
ZTF18accdxpa,2,633.7304687499454,2.6565683074295525,0.1500386090196075
ZTF18accdxpa,3,1546.8164062499454,2.3655698169022803,0.14217249738069604
ZTF18acjpret,1,-1742.8779699749928,1.186641864478588,0.24119533873115256
ZTF18acjpret,2,-679.9913314155539,1.8109222874045374,0.3271353865206056
